"codigo_modelo;""codigo_marca"";""codigo_fipe"";""modelo"";""tipo""",
"378;""16"";""012002-2"";""Charade TS/TSi 1.3/LSi 1.5 16V"";""1""",
"379;""16"";""012010-3"";""Charade TX 1.3 16V"";""1""",
"380;""16"";""012013-8"";""Cuore 0/TS0 85i"";""1""",
"381;""16"";""012003-0"";""Cuore CS/CSL"";""1""",
"382;""16"";""012004-9"";""Cuore TS/TSL"";""1""",
"383;""16"";""012009-0"";""Feroza DX 1.6 16V"";""1""",
"384;""16"";""012005-7"";""Feroza SX 1.6i 16V"";""1""",
"385;""16"";""012007-3"";""Gran Move 1.5/1.6 16V"";""1""",
"386;""16"";""012014-6"";""Move Van"";""1""",
"387;""16"";""012008-1"";""Terios 1.3 16V"";""1""",
"388;""17"";""013010-9"";""Avenger ES 2.0/2.5 16V"";""1""",
"389;""17"";""013004-4"";""Dakota 2.5"";""1""",
"390;""17"";""013013-3"";""Dakota Club 2.5"";""1""",
"391;""17"";""013015-0"";""Dakota Durango 5.9 4x4 V8"";""1""",
"392;""17"";""013016-8"";""Dakota Durango SLT 5.2 4x4 V8"";""1""",
"393;""17"";""013017-6"";""Intrepid 3.3 V6"";""1""",
"394;""17"";""013018-4"";""Dakota RT 5.2 Aut."";""1""",
"395;""17"";""013019-2"";""Dakota RT 5.2 CE Aut."";""1""",
"396;""17"";""013014-1"";""Dakota Sport 2.5 4x4"";""1""",
"397;""17"";""013022-2"";""Dakota Sport 2.5 CD Diesel"";""1""",
"398;""17"";""013006-0"";""Dakota Sport 2.5 Diesel"";""1""",
"399;""17"";""013005-2"";""Dakota Sport 3.9 V6"";""1""",
"400;""17"";""013021-4"";""Dakota Sport 3.9 V6 CD Aut."";""1""",
"401;""17"";""013020-6"";""Dakota Sport 3.9 V6 CD Mec."";""1""",
"402;""17"";""013011-7"";""Dakota Sport 5.2 V8"";""1""",
"403;""17"";""013023-0"";""Dakota Sport 5.2 V8 CD Aut."";""1""",
"404;""17"";""013008-7"";""Dakota Sport CE 2.5 Diesel"";""1""",
"405;""17"";""013007-9"";""Dakota Sport CE 3.9 V6"";""1""",
"406;""17"";""013024-9"";""Ram 2500 H.DUTY 5.9 SLT 24V CD 4x4 Dies."";""1""",
"407;""17"";""013003-6"";""Ram Laramie 5.9 V8"";""1""",
"408;""17"";""013002-8"";""Ram Laramie/SLT 5.2 V8"";""1""",
"409;""17"";""013001-0"";""Ram Sport 5.9 V8"";""1""",
"410;""17"";""013009-5"";""Stealth 3.0 MPI"";""1""",
"411;""18"";""043001-3"";""Engesa 4x4 2.5/4.1"";""1""",
"412;""18"";""043002-1"";""Engesa 4x4 4.0 Diesel"";""1""",
"413;""19"";""044001-9"";""Camper 2.5/GL/GLS/Master 4.1"";""1""",
"414;""19"";""044003-5"";""Camper 4x4 2.5 Diesel"";""1""",
"415;""19"";""044002-7"";""Camper GL/GLS 4x4 4.0 Diesel"";""1""",
"416;""19"";""044004-3"";""Master 4.0 Diesel"";""1""",
"417;""20"";""031014-0"";""348 GTS 3.4"";""1""",
"418;""20"";""031013-1"";""348 Spider 3.4"";""1""",
"419;""20"";""031008-5"";""348 TS/TB 3.4"";""1""",
"420;""20"";""031001-8"";""355 Berlinetta"";""1""",
"421;""20"";""031002-6"";""355 Berlinetta F1"";""1""",
"422;""20"";""031009-3"";""355 GTS"";""1""",
"423;""20"";""031010-7"";""355 GTS F1"";""1""",
"424;""20"";""031015-8"";""355 GTS Spider"";""1""",
"425;""20"";""031016-6"";""355 GTS Targa"";""1""",
"426;""20"";""031004-2"";""355 Spider F1"";""1""",
"427;""20"";""031024-7"";""360 Challenge Stradale"";""1""",
"428;""20"";""031011-5"";""360 Modena"";""1""",
"429;""20"";""031012-3"";""360 Modena F1"";""1""",
"430;""20"";""031021-2"";""360 Spider 400cv"";""1""",
"431;""20"";""031022-0"";""360 Spider F1 400cv"";""1""",
"432;""20"";""031005-0"";""456 GT"";""1""",
"433;""20"";""031006-9"";""456 GTA"";""1""",
"434;""20"";""031019-0"";""456 M-GT 5.5 V12"";""1""",
"435;""20"";""031007-7"";""550 Maranello"";""1""",
"436;""20"";""031023-9"";""575M Maranello F1 V12 515cv"";""1""",
"437;""21"";""001124-0"";""147 C/ CL"";""1""",
"438;""21"";""001138-0"";""147 Furgão (todos)"";""1""",
"439;""21"";""001123-1"";""147 Pick-Up (todas)"";""1""",
"440;""21"";""001110-0"";""Brava ELX  1.6 16V 4p"";""1""",
"441;""21"";""001140-1"";""Brava HGT 1.8 mpi 16V  4p"";""1""",
"442;""21"";""001109-6"";""Brava SX 1.6 16V 4p"";""1""",
"443;""21"";""001127-4"";""Bravo SX 1.6"";""1""",
"444;""21"";""001128-2"";""Cinquecento 0.7"";""1""",
"445;""21"";""001057-0"";""Coupe 16V"";""1""",
"446;""21"";""001204-1"";""Doblo Adventure/ Adv.ER 1.8 mpi 8V 103cv"";""1""",
"447;""21"";""001170-3"";""Doblo Cargo 1.3 Fire 16V 4/5p"";""1""",
"448;""21"";""001169-0"";""Doblo Cargo 1.6 16V 4/5p"";""1""",
"449;""21"";""001206-8"";""Doblo Cargo 1.8 mpi 8V 103cv"";""1""",
"450;""21"";""001168-1"";""Doblo ELX 1.6 16V 4/5p"";""1""",
"451;""21"";""001205-0"";""Doblo ELX 1.8 mpi 8V 103cv"";""1""",
"452;""21"";""001167-3"";""Doblo EX 1.3 Fire 16V 80cv 4/5p"";""1""",
"453;""21"";""001190-8"";""Ducato Cargo 2.8 Curto/Longo TB Diesel"";""1""",
"454;""21"";""001098-7"";""Ducato Combinato 2.8 Diesel"";""1""",
"455;""21"";""001106-1"";""Ducato Combinato 2.8 Turbo Diesel"";""1""",
"456;""21"";""001096-0"";""Ducato Furgão Maxi 2.8 Diesel"";""1""",
"457;""21"";""001107-0"";""Ducato MaxiCargo/Furgão Maxi 2.8 TB Dies"";""1""",
"458;""21"";""001100-2"";""Ducato Minibus 2.8 Diesel"";""1""",
"459;""21"";""001108-8"";""Ducato Minibus 2.8 Turbo Diesel"";""1""",
"460;""21"";""001159-2"";""Ducato Mult/ Vetrato 2.8 T.Alto TB Dies."";""1""",
"461;""21"";""001160-6"";""Ducato Mult/ Vetrato 2.8 T.Baixo TB Dies"";""1""",
"462;""21"";""001132-0"";""Ducato Van 2.5  Diesel"";""1""",
"463;""21"";""001130-4"";""Ducato-10 Furgão 2.5 Diesel"";""1""",
"464;""21"";""001134-7"";""Ducato-15 2.8 Furgão TB Diesel"";""1""",
"465;""21"";""001095-2"";""Ducato-15 Furgão 2.8 Diesel"";""1""",
"466;""21"";""001131-2"";""Ducato-8 Furgão 2.5 Diesel"";""1""",
"467;""21"";""001129-0"";""Duna 1.6ie"";""1""",
"468;""21"";""001025-1"";""Elba 1.6i.e/Top/CSL/ 1.6i.e/1.5 2p e 4p"";""1""",
"469;""21"";""001023-5"";""Elba CS 1.6 / 1.5 /1.3"";""1""",
"470;""21"";""001022-7"";""Elba S 1.6/ 1.5ie / 1.5 / 1.3"";""1""",
"471;""21"";""001024-3"";""Elba Weekend 1.5 i.e. 2p e 4p"";""1""",
"472;""21"";""001026-0"";""Fiorino Furgão 1.0"";""1""",
"473;""21"";""001027-8"";""Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex"";""1""",
"474;""21"";""001001-4"";""Fiorino Furgão 1.5 mpi / i.e."";""1""",
"475;""21"";""001028-6"";""Fiorino Pick-Up 1.0"";""1""",
"476;""21"";""001029-4"";""Fiorino Pick-Up 1.5 i.e./1.3/1.5/HD"";""1""",
"477;""21"";""001030-8"";""Fiorino Pick-Up LX (todas)"";""1""",
"478;""21"";""001003-0"";""Fiorino Pick-Up Trekking 1.5 mpi / i.e."";""1""",
"479;""21"";""001002-2"";""Fiorino Pick-Up Working 1.5 mpi / i.e."";""1""",
"480;""21"";""001228-9"";""Idea ELX 1.4 mpi Fire Flex 8V 5p"";""1""",
"481;""21"";""001229-7"";""Idea HLX 1.8 mpi Flex 8V 5p"";""1""",
"482;""21"";""001079-0"";""Marea City"";""1""",
"483;""21"";""001185-1"";""Marea ELX 1.8 mpi 16V 132cv 4p"";""1""",
"484;""21"";""001081-2"";""Marea ELX 2.0 20V 4p"";""1""",
"485;""21"";""001144-4"";""Marea ELX 2.4 mpi 20V 4p"";""1""",
"486;""21"";""001082-0"";""Marea HLX 2.0 20V 4p"";""1""",
"487;""21"";""001173-8"";""Marea HLX 2.4 mpi 20V 4p Aut."";""1""",
"488;""21"";""001145-2"";""Marea HLX 2.4 mpi 20V 4p Mec."";""1""",
"489;""21"";""001226-2"";""Marea SX 1.6 mpi 16V 106cv 4p"";""1""",
"490;""21"";""001114-2"";""Marea SX 1.8 16V 4p"";""1""",
"491;""21"";""001080-4"";""Marea SX 2.0 20V 4p"";""1""",
"492;""21"";""001083-9"";""Marea Turbo 2.0 20V 4p"";""1""",
"493;""21"";""001084-7"";""Marea Weekend City 4p"";""1""",
"494;""21"";""001186-0"";""Marea Weekend ELX 1.8 mpi 16V 132cv 4p"";""1""",
"495;""21"";""001086-3"";""Marea Weekend ELX 2.0 20V 4p"";""1""",
"496;""21"";""001146-0"";""Marea Weekend ELX 2.4 mpi 20V 4p"";""1""",
"497;""21"";""001087-1"";""Marea Weekend HLX 2.0 20V 4p"";""1""",
"498;""21"";""001174-6"";""Marea Weekend HLX 2.4 mpi 20V 4p Aut."";""1""",
"499;""21"";""001147-9"";""Marea Weekend HLX 2.4 mpi 20V 4p Mec."";""1""",
"500;""21"";""001227-0"";""Marea Weekend SX 1.6 mpi 16V 106cv 4p"";""1""",
"501;""21"";""001133-9"";""Marea Weekend SX 1.8 16V 4p"";""1""",
"502;""21"";""001085-5"";""Marea Weekend SX 2.0 20V 4p"";""1""",
"503;""21"";""001088-0"";""Marea Weekend Turbo 2.0 20V 4p"";""1""",
"504;""21"";""001105-3"";""Oggi"";""1""",
"505;""21"";""001176-2"";""Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p"";""1""",
"506;""21"";""001177-0"";""Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p"";""1""",
"507;""21"";""001200-9"";""Palio 1.5 mpi 8V 2p"";""1""",
"508;""21"";""001201-7"";""Palio 1.5 mpi 8V 4p"";""1""",
"509;""21"";""001009-0"";""Palio 1.6 mpi 16V 2p"";""1""",
"510;""21"";""001070-7"";""Palio 1.6 mpi 16V 4p"";""1""",
"511;""21"";""001067-7"";""Palio City 1.0 4p"";""1""",
"512;""21"";""001069-3"";""Palio City 1.5/1.6 4p"";""1""",
"513;""21"";""001115-0"";""Palio CityMatic 1.0 mpi"";""1""",
"514;""21"";""001006-5"";""Palio ED 1.0 mpi 2p e 4p"";""1""",
"515;""21"";""001007-3"";""Palio EDX 1.0 mpi 2p"";""1""",
"516;""21"";""001008-1"";""Palio EDX 1.0 mpi 4p"";""1""",
"517;""21"";""001031-6"";""Palio EL 1.5 mpi 2p e 4p"";""1""",
"518;""21"";""001063-4"";""Palio EL 1.6 spi 2p e 4p"";""1""",
"519;""21"";""001066-9"";""Palio ELX 1.0/ 1.0 Fire Flex 8V 2p"";""1""",
"520;""21"";""001151-7"";""Palio ELX 1.0 mpi Fire 16v 4p (25 anos)"";""1""",
"521;""21"";""001207-6"";""Palio ELX 1.0 Fire/30 Anos F. Flex 8V 4p"";""1""",
"522;""21"";""001142-8"";""Palio ELX 1.3 mpi  Fire 16V 4p"";""1""",
"523;""21"";""001208-4"";""Palio ELX 1.3 mpi Flex 8V 4p"";""1""",
"524;""21"";""001223-8"";""Palio ELX 1.4 Fire/30 Anos F. Flex 8V 4p"";""1""",
"525;""21"";""001071-5"";""Palio ELX 1.5 4p"";""1""",
"526;""21"";""001068-5"";""Palio ELX 1.6 4p"";""1""",
"527;""21"";""001152-5"";""Palio ELX 1.6 mpi 16v 4p"";""1""",
"528;""21"";""001196-7"";""Palio ELX 1.8/ 1.8 mpi Flex 8V 4p"";""1""",
"529;""21"";""001065-0"";""Palio ELX/ 500 1.0 4p"";""1""",
"530;""21"";""001004-9"";""Palio EX 1.0 mpi 2p"";""1""",
"531;""21"";""001005-7"";""Palio EX 1.0 mpi 4p"";""1""",
"532;""21"";""001153-3"";""Palio EX 1.0 mpi Fire/ Fire Flex 8v 2p"";""1""",
"533;""21"";""001154-1"";""Palio EX 1.0 mpi Fire 8v 4p"";""1""",
"534;""21"";""001178-9"";""Palio EX 1.3 mpi Fire 8V 67cv 2p"";""1""",
"535;""21"";""001179-7"";""Palio EX 1.3 mpi Fire 8V 67cv 4p"";""1""",
"536;""21"";""001195-9"";""Palio EX 1.8 mpi 8V 103cv 4p"";""1""",
"537;""21"";""001171-1"";""Palio EX Century 1.0 mpi Fire 16v 2p"";""1""",
"538;""21"";""001172-0"";""Palio EX Century 1.0 mpi Fire 16v 4p"";""1""",
"539;""21"";""001209-2"";""Palio HLX 1.8 mpi 8V 103cv 4p"";""1""",
"540;""21"";""001210-6"";""Palio HLX 1.8 mpi Flex 8V 4p"";""1""",
"541;""21"";""001155-0"";""Palio Stile 1.6 mpi 16v 4p"";""1""",
"542;""21"";""001104-5"";""Palio Weekend 1.0 6-marchas"";""1""",
"543;""21"";""001010-3"";""Palio Weekend 1.5 mpi 4p"";""1""",
"544;""21"";""001011-1"";""Palio Weekend 1.6 mpi 16V 4p"";""1""",
"545;""21"";""001111-8"";""Palio Weekend Adventure 1.6 8V/16V"";""1""",
"546;""21"";""001194-0"";""Palio Weekend Adventure 1.8 8V 103cv 4p"";""1""",
"547;""21"";""001216-5"";""Palio Week. Adv/Adv TRYON 1.8 mpi Flex"";""1""",
"548;""21"";""001136-3"";""Palio Weekend City 1.5/ 1.6 4p"";""1""",
"549;""21"";""001156-8"";""Palio Weekend ELX 1.0 mpi Fire 16V"";""1""",
"550;""21"";""001143-6"";""Palio Weekend ELX 1.3 mpi  Fire 16V"";""1""",
"551;""21"";""001214-9"";""Palio Weekend ELX 1.3 mpi Flex 8V 4p"";""1""",
"552;""21"";""001225-4"";""Palio Weekend ELX 1.4 mpi Fire Flex 8V"";""1""",
"553;""21"";""001075-8"";""Palio Weekend ELX 1.5 mpi 4p"";""1""",
"554;""21"";""001073-1"";""Palio Weekend ELX 1.6 mpi"";""1""",
"555;""21"";""001191-6"";""Palio Weekend EX 1.3 mpi Fire 8V 67cv 4p"";""1""",
"556;""21"";""001074-0"";""Palio Weekend EX 1.5 mpi"";""1""",
"557;""21"";""001192-4"";""Palio Weekend EX 1.8 mpi 8V 103cv 4p"";""1""",
"558;""21"";""001215-7"";""Palio Weekend HLX 1.8 mpi Flex 4p"";""1""",
"559;""21"";""001013-8"";""Palio Weekend Sport 1.6 mpi 16V 4p"";""1""",
"560;""21"";""001012-0"";""Palio Weekend Stile 1.6 mpi 16V 4p"";""1""",
"561;""21"";""001193-2"";""Palio Weekend Stile 1.8 mpi 8V 103cv 4p"";""1""",
"562;""21"";""001149-5"";""Palio Young 1.0 mpi 8v 2p"";""1""",
"563;""21"";""001150-9"";""Palio Young 1.0 mpi 8v 4p"";""1""",
"564;""21"";""001165-7"";""Palio Young 1.0 mpi Fire 8V 2p"";""1""",
"565;""21"";""001166-5"";""Palio Young 1.0 mpi Fire 8V 4p"";""1""",
"566;""21"";""001116-9"";""Panorama C/CL"";""1""",
"567;""21"";""001034-0"";""Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p"";""1""",
"568;""21"";""001033-2"";""Premio CS 1.6/ 1.5/ 1.3 2p"";""1""",
"569;""21"";""001036-7"";""Premio CSL 1.6 i.e./ 1.5 4p"";""1""",
"570;""21"";""001035-9"";""Premio CSL 1.6/ 1.5"";""1""",
"571;""21"";""001032-4"";""Premio S 1.5 i.e./ 1.5 / 1.3"";""1""",
"572;""21"";""001120-7"";""Punto Cabrio"";""1""",
"573;""21"";""001117-7"";""Punto EL/ELX"";""1""",
"574;""21"";""001118-5"";""Punto S"";""1""",
"575;""21"";""001119-3"";""Punto SX"";""1""",
"576;""21"";""001078-2"";""Siena 1.0 mpi/ 500 1.0 mpi"";""1""",
"577;""21"";""001175-4"";""Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v"";""1""",
"578;""21"";""001202-5"";""Siena 1.5 mpi 8V 4p"";""1""",
"579;""21"";""001076-6"";""Siena City 4p"";""1""",
"580;""21"";""001015-4"";""Siena EL 1.6 mpi 16V"";""1""",
"581;""21"";""001014-6"";""Siena EL 1.6 spi"";""1""",
"582;""21"";""001158-4"";""Siena ELX 1.0 mpi Fire 16v 4p (25 anos)"";""1""",
"583;""21"";""001211-4"";""Siena ELX 1.0 mpi Fire/Fire Flex 8V 4p"";""1""",
"584;""21"";""001141-0"";""Siena ELX 1.3 mpi Fire 16V 4p"";""1""",
"585;""21"";""001212-2"";""Siena ELX 1.3 mpi Flex 8V 4p"";""1""",
"586;""21"";""001224-6"";""Siena ELX 1.4 mpi Fire Flex 8V 4p"";""1""",
"587;""21"";""001112-6"";""Siena ELX 1.5 mpi 4p"";""1""",
"588;""21"";""001077-4"";""Siena ELX 1.6 mpi 8V/16V 4p"";""1""",
"589;""21"";""001199-1"";""Siena ELX 1.8 mpi 8V 103cv 4p"";""1""",
"590;""21"";""001157-6"";""Siena EX 1.0 mpi Fire 16v 4p"";""1""",
"591;""21"";""001198-3"";""Siena EX 1.3 mpi Fire 8V 67cv 4p"";""1""",
"592;""21"";""001197-5"";""Siena EX 1.8 mpi 8V 103cv 4p"";""1""",
"593;""21"";""001016-2"";""Siena HL 1.6 mpi 16V"";""1""",
"594;""21"";""001213-0"";""Siena HLX 1.8 mpi Flex 8V 4p"";""1""",
"595;""21"";""001017-0"";""Siena Stile/Sport MTV 1.6 mpi 16V"";""1""",
"596;""21"";""001180-0"";""Stilo 1.8/ 1.8 Connect 8V 103cv 5p"";""1""",
"597;""21"";""001220-3"";""Stilo 1.8 MS Lim.Edit./ MS Season 16V"";""1""",
"598;""21"";""001181-9"";""Stilo 1.8/ 1.8 SP/ Connect 16V 122cv 5p"";""1""",
"599;""21"";""001182-7"";""Stilo 2.4 Abarth 20V 167cv 5p"";""1""",
"600;""21"";""001184-3"";""Strada 1.3 mpi Fire 8V 67cv CE"";""1""",
"601;""21"";""001183-5"";""Strada 1.3 mpi Fire 8V 67cv CS"";""1""",
"602;""21"";""001222-0"";""Strada 1.4 mpi Fire Flex 8V CE"";""1""",
"603;""21"";""001221-1"";""Strada 1.4 mpi Fire Flex 8V CS"";""1""",
"604;""21"";""001163-0"";""Strada Adventure 1.6 mpi 16V CE"";""1""",
"605;""21"";""001189-4"";""Strada Adventure 1.8 mpi 8V 103cv CE"";""1""",
"606;""21"";""001219-0"";""Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE"";""1""",
"607;""21"";""001113-4"";""Strada LX 1.6 16V CE"";""1""",
"608;""21"";""001091-0"";""Strada LX 1.6 mpi 16V"";""1""",
"609;""21"";""001090-1"";""Strada Trekking 1.6 mpi"";""1""",
"610;""21"";""001218-1"";""Strada Trekking 1.8 mpi Flex 8V CE"";""1""",
"611;""21"";""001217-3"";""Strada Trekking 1.8 mpi Flex 8V CS"";""1""",
"612;""21"";""001148-7"";""Strada Working 1.6 mpi 16V CE"";""1""",
"613;""21"";""001164-9"";""Strada Working 1.6 mpi 16V CS"";""1""",
"614;""21"";""001188-6"";""Strada Working 1.8 mpi 8v 103cv CE"";""1""",
"615;""21"";""001187-8"";""Strada Working 1.8 mpi 8V 103cv CS"";""1""",
"616;""21"";""001122-3"";""Strada/ Strada Working 1.5 mpi 8V CE"";""1""",
"617;""21"";""001089-8"";""Strada/ Strada Working 1.5 mpi 8V CS"";""1""",
"618;""21"";""001037-5"";""Tempra 2.0 i.e 16V 2p e 4p"";""1""",
"619;""21"";""001092-8"";""Tempra 2.0 i.e. 8V 2p e 4p"";""1""",
"620;""21"";""001093-6"";""Tempra 2.0 mpi 16V"";""1""",
"621;""21"";""001102-9"";""Tempra 8V/ City 8V"";""1""",
"622;""21"";""001042-1"";""Tempra HLX 2.0 16V 4p"";""1""",
"623;""21"";""001040-5"";""Tempra Ouro 16V 2p e 4p"";""1""",
"624;""21"";""001038-3"";""Tempra Ouro/Prata 2.0 2p e 4p"";""1""",
"625;""21"";""001044-8"";""Tempra Stile 2.0 i.e. Turbo 4p"";""1""",
"626;""21"";""001058-8"";""Tempra SW SLX 2.0 i.e."";""1""",
"627;""21"";""001041-3"";""Tempra SX 2.0 16V 4p"";""1""",
"628;""21"";""001039-1"";""Tempra SX 2.0 i.e. 8V 4p"";""1""",
"629;""21"";""001043-0"";""Tempra Turbo 2.0 i.e. 2p"";""1""",
"630;""21"";""001059-6"";""Tipo 1.6 i.e. 2p e 4p"";""1""",
"631;""21"";""001045-6"";""Tipo 1.6 mpi 4p"";""1""",
"632;""21"";""001061-8"";""Tipo 2.0 16V 2p/4p"";""1""",
"633;""21"";""001062-6"";""Tipo 2.0 SLX 4p"";""1""",
"634;""21"";""001054-5"";""Uno 1.6 mpi 2p e 4p"";""1""",
"635;""21"";""001055-3"";""Uno 1.6R mpi / 1.6R / 1.5R"";""1""",
"636;""21"";""001094-4"";""Uno City / Smart City 1.0 4p"";""1""",
"637;""21"";""001051-0"";""Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3"";""1""",
"638;""21"";""001052-9"";""Uno CS/Top/Sport 1.5 i.e. / 1.5 4p"";""1""",
"639;""21"";""001053-7"";""Uno CSL 1.6 4p (Argentino)"";""1""",
"640;""21"";""001203-3"";""Uno Furgão 1.3 mpi Fire/ Fire Flex 8V"";""1""",
"641;""21"";""001021-9"";""Uno Furgão 1.5 mpi/i.e."";""1""",
"642;""21"";""001049-9"";""Uno Furgão 1.5/ 1.3"";""1""",
"643;""21"";""001048-0"";""Uno Mille  ELX  2p e 4p"";""1""",
"644;""21"";""001161-4"";""Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p"";""1""",
"645;""21"";""001162-2"";""Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p"";""1""",
"646;""21"";""001047-2"";""Uno Mille 1.0 Electronic 4p"";""1""",
"647;""21"";""001046-4"";""Uno Mille 1.0/ i.e./Electronic/Brio 2p"";""1""",
"648;""21"";""001064-2"";""Uno Mille EP 2p e 4p"";""1""",
"649;""21"";""001018-9"";""Uno Mille/ Mille EX/ Smart 2p"";""1""",
"650;""21"";""001020-0"";""Uno Mille SX 2p e 4p"";""1""",
"651;""21"";""001103-7"";""Uno Mille SX Young 1.0 IE"";""1""",
"652;""21"";""001137-1"";""Uno Mille/ Mille EX/ Smart 4p"";""1""",
"653;""21"";""001050-2"";""Uno S 1.5 i.e. / 1.5 / 1.3/ SX 1.3"";""1""",
"654;""21"";""001056-1"";""Uno Turbo 1.4 i.e. 2p"";""1""",
"655;""22"";""003118-6"";""Aerostar Mini-Van 3.8"";""1""",
"656;""22"";""003152-6"";""Aspire 1.3"";""1""",
"657;""22"";""003021-0"";""Belina GL 1.8 / 1.6"";""1""",
"658;""22"";""003020-1"";""Belina L 1.8/ 1.6"";""1""",
"659;""22"";""003119-4"";""Club Wagon V8"";""1""",
"660;""22"";""003120-8"";""Club Wagon XLT 4.9 V6"";""1""",
"661;""22"";""003121-6"";""Contour SE/ GL/ LX  2.0 16V"";""1""",
"662;""22"";""003122-4"";""Contour SE/GL/ LX 2.5 24V"";""1""",
"663;""22"";""003129-1"";""Corcel II GL/GT"";""1""",
"664;""22"";""003128-3"";""Corcel II L"";""1""",
"665;""22"";""003001-5"";""Courier 1.3i/Furgão"";""1""",
"666;""22"";""003139-9"";""Courier 1.6 L/ 1.6 Flex"";""1""",
"667;""22"";""003002-3"";""Courier CLX 1.4i 16V"";""1""",
"668;""22"";""003003-1"";""Courier Si 1.4i 16V"";""1""",
"669;""22"";""003231-0"";""Courier Sport 1.6 8v"";""1""",
"670;""22"";""003140-2"";""Courier XL/XL-RS 1.6/ XL 1.6 Flex"";""1""",
"671;""22"";""003153-4"";""Crown Victoria LX 4.6"";""1""",
"672;""22"";""003135-6"";""Del Rey Belina Ghia"";""1""",
"673;""22"";""003133-0"";""Del Rey Belina GL"";""1""",
"674;""22"";""003134-8"";""Del Rey Belina GLX"";""1""",
"675;""22"";""003132-1"";""Del Rey Belina L"";""1""",
"676;""22"";""003025-2"";""Del Rey Ghia 1.8 / 1.6 2p e 4p"";""1""",
"677;""22"";""003024-4"";""Del Rey GLX 1.6/1.8 / GL 1.6/1.8 2p e 4p"";""1""",
"678;""22"";""003023-6"";""Del Rey L 1.8 / 1.6 2p e 4p"";""1""",
"679;""22"";""003285-9"";""EcoSport 4WD 2.0/ 2.0 Flex 16V 5p"";""1""",
"680;""22"";""003268-9"";""EcoSport XL 1.6/ 1.6 Flex 8V 5p"";""1""",
"681;""22"";""003267-0"";""EcoSport XL Supercharger 1.0 8V 95cv 5p"";""1""",
"682;""22"";""003269-7"";""EcoSport XLS 1.6/ 1.6 Flex 8V 5p"";""1""",
"683;""22"";""003270-0"";""EcoSport XLT 1.6/ 1.6 Flex 8V 5p"";""1""",
"684;""22"";""003271-9"";""EcoSport XLT 2.0/ 2.0 Flex 16V 5p Mec."";""1""",
"685;""22"";""003123-2"";""Escort  Racer 2.0i"";""1""",
"686;""22"";""003035-0"";""Escort Ghia 1.8i / 1.8 / 1.6"";""1""",
"687;""22"";""003036-8"";""Escort Ghia 2.0i / 2.0"";""1""",
"688;""22"";""003207-7"";""Escort GL 1.6 MPI"";""1""",
"689;""22"";""003030-9"";""Escort GL 1.6i / 1.6"";""1""",
"690;""22"";""003031-7"";""Escort GL 1.8i / 1.8"";""1""",
"691;""22"";""003004-0"";""Escort GL 1.8i 16V 3p"";""1""",
"692;""22"";""003005-8"";""Escort GL 1.8i 16V 4p"";""1""",
"693;""22"";""003032-5"";""Escort GLX 1.6i"";""1""",
"694;""22"";""003007-4"";""Escort GLX 1.8i 16V 4p"";""1""",
"695;""22"";""003033-3"";""Escort GLX 1.8i 8v"";""1""",
"696;""22"";""003034-1"";""Escort Guarujá 1.8 4p"";""1""",
"697;""22"";""003026-0"";""Escort Hobby 1.0"";""1""",
"698;""22"";""003027-9"";""Escort Hobby 1.6"";""1""",
"699;""22"";""003029-5"";""Escort L 1.8i / 1.8"";""1""",
"700;""22"";""003028-7"";""Escort L/LX 1.6"";""1""",
"701;""22"";""003095-3"";""Escort RS 1.8i 16V"";""1""",
"702;""22"";""003006-6"";""Escort S.W GL 1.8i 16V"";""1""",
"703;""22"";""003008-2"";""Escort S.W. GLX 1.8i 16V"";""1""",
"704;""22"";""003230-1"";""Escort SW 1.9 16v"";""1""",
"705;""22"";""003208-5"";""Escort SW GL 1.6 MPI"";""1""",
"706;""22"";""003038-4"";""Escort XR3 1.8 / 1.6 Beneton/Form./Laser"";""1""",
"707;""22"";""003039-2"";""Escort XR3 1.8 / 1.6 Conversível"";""1""",
"708;""22"";""003040-6"";""Escort XR3 2.0i"";""1""",
"709;""22"";""003041-4"";""Escort XR3 2.0i Conversível"";""1""",
"710;""22"";""003154-2"";""Expedition 5.4 V8"";""1""",
"711;""22"";""003290-5"";""Explorer Limited 4.0 4x4 V6 213cv"";""1""",
"712;""22"";""003138-0"";""Explorer Limited 5.0 4x4 V8"";""1""",
"713;""22"";""003157-7"";""Explorer Sport 4.0 V6"";""1""",
"714;""22"";""003155-0"";""Explorer XL 4x2 4.0 V6"";""1""",
"715;""22"";""003156-9"";""Explorer XL 4x4 4.0 V6"";""1""",
"716;""22"";""003073-2"";""Explorer XLT 4x2 4.0 V6"";""1""",
"717;""22"";""003074-0"";""Explorer XLT 4x4 4.0 V6"";""1""",
"718;""22"";""003185-2"";""F-100 2.3"";""1""",
"719;""22"";""003186-0"";""F-100 Blazer 2.3"";""1""",
